"combo_id","seed","design_group","lac_0","mu_0","gam_0","laa_0","K_0","K_1","mu_1","laa_1","lambda0"
33,4366057,"broad_lhs",0.0914963003867952,0.0437309425900968,0.0278382727066916,0.238880767628938,39.1192830334249,21.2809855969498,0.0731464994830312,0.219886422420386,0.523947912345563
34,4470786,"broad_lhs",0.257613168637352,0.615556153280737,0.0236867475897575,0.0634081341391695,35.5771564222717,1.18330732907077,0.0543205617784988,0.0719292040061878,1.22967986060694
35,4575515,"broad_lhs",0.310963042173746,0.0229535135924086,0.00858406738002584,0.0310745384922571,28.1784008591138,85.6469473808012,0.0710592905286855,0.183960685018683,1.17226713010188
36,4680244,"broad_lhs",0.137948939770024,0.0418309523231712,0.0100714765613189,0.0376934518409829,32.0836891313471,0.00174152178276962,0.109963265720367,0.0533203322045867,0.0913350272217455
37,4784973,"broad_lhs",0.528337079422949,0.109618916986333,0.274355691566476,0.156561906469269,27.9738606997287,56.862412563052,0.110099200619579,0.182684882434098,0.898064659048881
38,4889702,"broad_lhs",0.0666263962659226,0.140905602045559,0.0749057167399078,1.10453857221068,93.0193812563731,37.9448040641638,0.114837843642337,0.145380010228449,0.915190846374026
39,4994431,"broad_lhs",0.0796242204928687,0.0297618962158813,0.21320796217573,0.284465724827044,31.4841653734523,31.1413426562706,0.0736814165534063,0.194045553928655,0.221044761696442
40,5099160,"broad_lhs",0.779425640941,0.650179887080927,0.105245013189219,1.39318590455773,138.532848681077,0.0077983229596483,0.000140595469352168,0.106894111149401,0.0770467852649745
41,5203889,"mu1_only",0.100323979033047,0.640779656779044,0.266534149169381,1.62036549243779,105.941822424647,0,0.110940305149416,0,0
42,5308618,"broad_lhs",1.01723847672138,0.623499879241171,0.0270386514749226,0.397539787348386,113.181608526663,0.000414512312675993,0.101769078651133,0.147772788862607,1.3111656565483
43,5413347,"broad_lhs",0.324088514719814,0.242728305241148,0.287954135294256,0.0408705101212139,18.0688203335093,1.14906124027019,0.11571615196489,0.196448673880724,0.259374235188588
44,5518076,"broad_lhs",0.359754448391041,0.0215917217194199,0.194051370160643,0.263002160487599,21.2483008720705,2.50557123816297,0.0262037354793477,0.0903313744972952,0.497266450936828
45,5622805,"broad_lhs",0.202856032913774,0.171630369026766,0.192680141909997,0.0459016530773894,77.189747155353,1.92385177661321,0.0851466104544233,0.246767791720211,0.823337350029033
46,5727534,"broad_lhs",0.843982913020163,0.0305178540158383,0.148843777551078,1.64653620360139,133.639569638245,12.521346091782,0.140747141262982,0.193761768167218,0.677325186400364
47,5832263,"broad_lhs",0.240081394048931,0.115617786768726,0.236815291580997,0.098893879310077,134.106295518771,0.00271056376957044,0.132834529699796,0.146677814074663,1.45716023107176
48,5936992,"broad_lhs",0.402354067423885,0.197211000576193,0.0354254248523092,0.351838998980043,85.0267848089506,9.74931723110661,0.0846204058488753,0.155208372973656,0.923875249826039
49,6041721,"broad_lhs",0.218571875188775,0.331463166037961,0.0273378239976725,0.36323631266587,36.654218072201,16.0197191491687,0.0480469970204091,0.0213555678345599,1.12158019875564
50,6146450,"broad_lhs",0.133388332363787,0.0535418548729861,0.271857634344491,0.754578912674743,107.699247894699,4.91041284820367,0.0320371236722373,0.022549129256513,0.728770329241718
51,6251179,"broad_lhs",0.163560038566542,0.262606449202011,0.170746898294575,1.36587108029677,100.973203207541,4.4263070616694,0.0802558048643793,0.222925381537061,1.26114376810263
52,6355908,"broad_lhs",0.160324080517713,0.0577259588582909,0.0221574179394606,0.195360239529573,110.295128404525,24.5630517755875,0.106377473348635,0.175140135225633,0.50559970726259
53,6460637,"broad_lhs",0.12309277851075,0.106100741449047,0.0340758941697095,0.217667935652597,90.5160338199089,19.8015057549226,0.0373585614895759,0.139421084480645,0.967946283516552
54,6565366,"broad_lhs",0.116748839894163,0.0676749229163975,0.00765345081793473,0.0568145196773803,109.004606599758,9.09626900673296,0.136458446123016,0.125999582588492,0.621768288806003
55,6670095,"broad_lhs",0.370749142804812,0.0992664206895638,0.0200806512911262,0.152708830433007,62.9210244721617,30.3482686687703,0.0678849058716247,0.0674977175352655,1.15256698570137
56,6774824,"broad_lhs",0.143318774115654,0.562128911826476,0.005531087469414,0.10007882201682,44.7740906574311,0.0014775400647979,0.00173671437179049,0.0106026426918106,1.39673808054067
57,6879553,"broad_lhs",0.579762874382205,0.228540764243155,0.267629216480626,0.102602753587038,18.5850532861918,3.1255672522404,0.14290880441328,0.0427210626813919,1.1151868925069
58,6984282,"broad_lhs",0.406155015855727,0.374500149321162,0.29054087534971,0.0511726000055513,139.14288172964,7.42726063262056,0.0106732567125388,0.0391689495219099,0.0533752061345149
59,7089011,"broad_lhs",0.0323863819500144,0.0204597329294063,0.0205379294514895,0.570447497868576,88.998511914526,26.9279540798641,0.0558827949503514,0.185367984006686,0.248248138806472
60,7193740,"mu1_only",0.0697177559764287,0.288956351880754,0.0322596183963813,0.0336952153348898,91.4825155818835,0,0.0619371485640295,0,0
61,7298469,"broad_lhs",0.326424198448532,0.121915186046228,0.0250064621836209,0.641623013325016,48.8126211141288,22.2755958552907,0.0915676414881988,0.109669428363494,0.602600030310374
62,7403198,"broad_lhs",0.497117199638841,0.477879326863768,0.0983576308009705,0.188903392618286,73.0615949448677,12.3356200280142,0.126243844293485,0.240976607141654,1.32848440936767
63,7507927,"broad_lhs",0.217507911361241,0.0221612667605605,0.00630379810979586,0.0326482310138997,137.525900524051,0.0244776628405797,0.135694530705068,0.231820148337348,1.25740009304873
64,7612656,"lambda0_only",0.513725520742149,0.0483608826553348,0.175350934305778,0.0402715736617714,137.966403434111,0,0,0,1.1155929251737
65,7717385,"broad_lhs",0.0714391116133807,0.278330720636238,0.0296238151355963,0.2237281832893,33.9190957752807,1.49215936056763,0.0485014801082822,0.222243893590316,0.701415193809274
66,7822114,"broad_lhs",0.0303794355694142,0.345028090182821,0.206270307036604,1.27338683772467,46.7083205889018,0.0944439699650408,0.134521889164307,0.203112386113757,0.787831945643217
67,7926843,"broad_lhs",0.0485381474851983,0.235044792912435,0.0375958977301751,0.613839569089424,92.5078890972266,1.00939114099104,0.064401087924644,0.205958550088496,0.905780670928458
68,8031572,"broad_lhs",0.832790184892767,0.554334242132734,0.0659617187058935,0.11500914975475,22.8782517838408,49.8657861460801,0.075622439429358,0.00790066573839997,0.430187154162365
69,8136301,"broad_lhs",0.088389043239422,0.0220144426766802,0.0925940507301267,0.680714822863678,37.4492348994439,78.7237156827567,0.00261422291176859,0.112263144197059,0.192691722391173
70,8241030,"lambda0_only",0.424416332826204,0.0317081648424354,0.00750276296328593,0.188733561228681,119.322150586231,0,0,0,1.30033088793629
71,8345759,"no_mutualism",0.0525209489589143,0.106577449559412,0.103267126777502,1.24780478641859,102.246505703661,0,0,0,0
72,8450488,"broad_lhs",0.0338049812391441,0.0878799292007063,0.0803015430790112,1.57441075298188,56.6320728076001,0.94464746769429,0.0331742179177236,0.08364944591672,0.400260934242591
73,8555217,"broad_lhs",0.172914139410235,0.0864273888068284,0.0869235714286032,0.461082928199754,76.135558251699,1.69628633515466,0.0855794263119654,0.122687495061416,0.952247708803431
74,8659946,"broad_lhs",0.0679033670515984,0.135420644499697,0.0672543204955278,1.02864661171753,136.706100611255,1.36970146999173,0.104884443100581,0.111488533156678,0.739328252261039
75,8764675,"broad_lhs",0.142222804760904,0.0562450702767543,0.0311563612094868,0.0304211569214716,72.5653058636817,89.258457207941,0.0111370830963133,0.120201178910081,0.227757706794267
76,8869404,"broad_lhs",1.06586168987466,0.388305298476802,0.188556607650352,1.43369964565587,53.9320059930388,0.929840377661482,0.133655804516437,0.0100421447347617,1.30760620122349
77,8974133,"broad_lhs",0.369584563788671,0.134499353464421,0.059067250703222,0.372223070590967,112.976734130191,0.0677217987532067,0.130678651388463,0.137906948600365,0.807422760105692
78,9078862,"broad_lhs",0.11509955167594,0.438773379614197,0.0360984432569212,0.286865703892457,123.662872020569,0.282065559238175,0.0933608037550778,0.0917139239673917,0.218491910067387
79,9183591,"broad_lhs",0.127458156317993,0.0304676356859738,0.0229438038320686,0.612722682527677,40.8251986681393,0.114554003587699,0.059091655330034,0.0742260861156845,0.488039788349609
80,9288320,"broad_lhs",1.05155836517806,0.433873871242118,0.00932738981322663,0.437837367956638,98.3024376850679,0.0159930103378997,0.0215950731872193,0.245156971380283,0.679618354093594
81,9393049,"broad_lhs",0.116255206096768,0.38100452520967,0.0269106480282954,0.0785449841398046,130.816498850408,30.1384381118549,0.129298610347207,0.227412286749653,0.295600010423999
82,9497778,"broad_lhs",1.03458293398706,0.118161289536382,0.0334310462067321,0.636800147100894,58.5248866815042,0.158562677008451,0.00946572362394848,0.11534022108186,0.925508742851283
83,9602507,"lambda0_only",1.03361060550537,0.765473548145864,0.242994707378916,0.329135375585099,25.3003283462021,0,0,0,1.1809178831277
84,9707236,"broad_lhs",0.201453266116374,0.026331962735447,0.115684137745872,2.27627075821802,52.2612956701131,54.4889249714238,0.100954788885972,0.0169204915383468,0.181454656214531
85,9811965,"broad_lhs",0.0949750195289379,0.127408325025067,0.179443268277327,0.321462398390996,58.247232866674,11.4472768226361,0.10541423319156,0.0374308027392383,0.749744753967971
86,9916694,"broad_lhs",0.0337164625136398,0.596101370869653,0.0560142384327932,1.13222726127592,74.5163828155556,72.8046692296316,0.125134767474801,0.146286668440573,0.210712082892812
87,10021423,"broad_lhs",0.33028618077839,0.403155507476155,0.0288722487745198,0.366049267664344,57.2767698897062,8.19457035116851,0.0943550561344018,0.17623229690213,0.618952882403974
88,10126152,"broad_lhs",0.184049958777054,0.053163338549334,0.0425683705425405,1.9744379619116,118.702166862301,0.589530191752477,0.0836571362961549,0.194724495615357,0.61776473720364
89,10230881,"broad_lhs",0.557337535456422,0.0415545938142073,0.193143725832094,0.710677947618836,16.0875282054379,87.2903550403274,0.00524391092577328,0.133592298253142,1.11865389613784
90,10335610,"broad_lhs",0.367982939137397,0.124368235118352,0.0113004156250308,0.519548370209296,47.323717312247,0.332614489001683,0.0523618481617887,0.189900074485017,1.20076133510059
91,10440339,"broad_lhs",0.501533603483711,0.0507344891546929,0.0936053279329383,2.41902722611582,35.0520771343791,0.288008354205832,0.0852967311586641,0.0482588705573127,0.765870049515506
92,10545068,"broad_lhs",0.416575211127326,0.490400688764331,0.00573500163767015,0.691161007387739,132.728461793514,6.50165205454883,0.0499184457220836,0.0594920930050365,0.399905286067709
93,10649797,"broad_lhs",0.107837011785131,0.143963720744712,0.00770728564058533,0.0411909251603019,138.000112281653,0.152092427986541,0.143463015044651,0.201720333224318,0.0346252731606364
94,10754526,"broad_lhs",1.06179751719692,0.105973741821388,0.0138765535047957,1.88289137572901,25.5002350418039,14.2026257743045,0.0694566872191693,0.0974550512816576,0.411472109612465
95,10859255,"broad_lhs",0.256705229080103,0.155626034686792,0.0977913491754895,0.309018657898688,29.3274102758086,7.15212677299049,0.0874067510689298,0.129824960513635,1.24173856715361
96,10963984,"broad_lhs",0.551859048261557,0.457631780202905,0.160981649083504,0.226898732642012,59.2906933378739,18.2336478132109,0.0519915678788675,0.0462272897356241,0.994841741216757
97,11068713,"broad_lhs",0.0413855078683351,0.513711884666074,0.0359813423607755,1.03895138559214,41.2637254218053,16.5404473438922,0.0674148437358672,0.0024726614921302,0.357758206037882
98,11173442,"broad_lhs",0.15226796926695,0.0206303142331261,0.0536041187815528,0.260633467210682,36.7909344837729,10.662978860515,0.101597409577419,0.0415203945616829,1.17995283753999
99,11278171,"broad_lhs",1.10001808373634,0.0273430702921014,0.0363813256688231,0.697728553731001,117.974589462845,0.160327950057122,0.0106410594774255,0.219548645069655,0.51162491381828
100,11382900,"broad_lhs",0.46074518453617,0.0303038718175182,0.0251647062438146,0.549714115684496,111.987852561902,45.9747647812548,0.091884300473379,0.197310305893964,0.349762548427097
101,11487629,"broad_lhs",0.685721673113901,0.327258551594219,0.240132498578081,0.0402328864597271,67.0107431831032,5.16347809221622,0.0295893279254281,0.0970261700318143,1.29590322265751
102,11592358,"broad_lhs",0.0899916029662255,0.029145777969076,0.00742943066151122,0.205780061969992,77.0594563767534,89.6416043182952,0.146668974640779,0.231073951406805,1.10766660573504
103,11697087,"broad_lhs",0.857981245980873,0.365091338207649,0.00666398501223712,0.603580777972508,16.354040557441,0.0116561293566425,0.0228225220774378,0.047884345559869,0.499514548275232
104,11801816,"broad_lhs",0.0812736447764661,0.409671723734233,0.0271990816865465,0.153682106720734,85.3343411745219,1.71426327172011,0.0118458811298478,0.217416740890411,0.191500987677136
105,11906545,"mu1_only",0.884301811890321,0.113161414722874,0.0461642984100629,0.346599613577395,123.841280431079,0,0.0342580099770566,0,0
106,12011274,"broad_lhs",0.535121490533208,0.259778967994309,0.00593054221336583,0.112584391747666,48.7138390820473,0.653368054607473,0.0924612383346927,0.226355146653627,0.762479592034748
107,12116003,"broad_lhs",1.08050084624442,0.0281448431066631,0.113308066576878,0.209893709682468,55.0245595547474,0.00215341446482288,0.0642890030681544,0.0371725544765488,0.873572794970435
108,12220732,"mu1_only",0.110080743738421,0.0301306328787852,0.0255665142706692,1.43273188688526,125.322999133496,0,0.0400976289220853,0,0
109,12325461,"broad_lhs",0.0582793822903021,0.0341722140142801,0.0214331430383811,0.0318590378157339,136.429240214121,0.00116201275587733,0.14031694718916,0.0177492159080511,0.422491721054151
110,12430190,"broad_lhs",0.564398640283119,0.375496797460268,0.0737889680804442,0.0636441600408608,45.9657876895896,28.2135678209283,0.0696380587088643,0.153957466754493,0.910577721595764
111,12534919,"broad_lhs",0.362614298238771,0.205426715469953,0.0516243387991311,0.290190806681149,35.7774400076273,3.76110129571975,0.0256724143331715,0.179851230172854,0.117354461097857
112,12639648,"broad_lhs",0.462556675498321,0.798662428566329,0.0237190770753596,1.70793916155858,26.1408905897083,10.5515654963027,0.0165151684047499,0.235415330902001,0.254823042408486
113,12744377,"broad_lhs",0.169600220551191,0.212505460077131,0.0710852209452116,0.208859474165212,106.082329729527,16.7907998782654,0.0548592941554186,0.161526995249054,0.511898083539369
114,12849106,"broad_lhs",0.599031087119077,0.0442560929022096,0.0938954498528954,0.27437792055056,111.820812015277,8.51929248325108,0.0396321709639548,0.174622292767745,1.14906607798999
115,12953835,"broad_lhs",0.18710826163755,0.134631730524528,0.031698711557028,1.38715205654198,71.3442567795735,0.388922149251214,0.10805113940977,0.177654750006429,1.21728170202967
116,13058564,"lambda0_only",0.249046728549343,0.558917320178471,0.00598055419245619,0.0374376095398077,127.123585670779,0,0,0,1.26132731292397
117,13163293,"lambda0_only",0.355692215872804,0.026259904769973,0.0139791491723486,0.0449141393140352,138.846489278076,0,0,0,0.199941694851732
118,13268022,"broad_lhs",0.0496641295889142,0.720156617502724,0.0112500914252863,0.0455664629566096,122.462954444604,3.99860153016982,0.0890261750256177,0.104836062315929,1.45833861423268
119,13372751,"broad_lhs",0.032972705085771,0.184566760573715,0.0170554704201845,0.0423633076728834,15.6911451324575,65.7995976916732,0.112602982351944,0.0339599969251625,0.341427815144028
120,13477480,"mu1_only",0.0619662103226204,0.0668819481224165,0.0183549787802145,0.450751079796541,68.2474968233146,0,0.134656967117102,0,0
121,13582209,"broad_lhs",0.628002765705703,0.161789961856822,0.118653825176007,0.0844434845283864,55.2671893613297,0.365674003725599,0.104367390304843,0.119291134040169,1.04942008131533
122,13686938,"broad_lhs",0.16829925750481,0.0207464126763523,0.0051908992600204,0.965732068597712,23.8148461989476,75.8974091714726,0.00687812881443339,0.249453163387176,0.00427325095515698
123,13791667,"broad_lhs",0.878316038981104,0.241280986717649,0.141281430467513,2.1862915014237,33.3267126940902,51.946004418745,0.0867060328539228,0.0628040390843914,1.46176596050345
124,13896396,"broad_lhs",0.494356112577777,0.449427896579454,0.035020478288114,0.32783888686481,115.208648905003,15.3787529414046,0.105641291417104,0.161948339302261,0.385275747798538
125,14001125,"broad_lhs",0.339342666502312,0.57781511020878,0.0173419952151236,0.0403782944029631,95.6917454231815,17.6848859813704,0.0813620633558991,0.0649994698028442,1.0335322967389
126,14105854,"broad_lhs",0.0567836837045711,0.0983736723025153,0.128324409614294,0.0505050504666632,53.0665295695589,43.3056876765685,0.0138097257375484,0.230008531055581,0.881131018868182
127,14210583,"broad_lhs",0.185630787705456,0.0780349515842022,0.0181847318810699,1.06163040839638,58.009825090121,45.274544868479,0.145474009675245,0.0690878367004269,0.596015789067218
128,14315312,"broad_lhs",0.153075025895407,0.165432187690115,0.0504589265138104,0.211194186942658,120.331229624539,0.397552338914736,0.0226444272003137,0.23805005867862,1.44301014056934
129,14420041,"mu1_only",0.0425491582648084,0.0229958547604613,0.254473202735488,0.738563020574927,53.8518336677225,0,0.031107607992366,0,0
130,14524770,"broad_lhs",0.0630904989592332,0.658261098438343,0.0279295572316688,0.0516593527235328,79.4446600783138,46.7754750420948,0.0917539849895208,0.138577171730059,0.545128986481965
131,14629499,"broad_lhs",0.104044529007359,0.170688736770928,0.0669930259733621,0.483091367917665,69.9509457447372,5.42682519479768,0.0579896580607553,0.143014426297159,1.23992972271905
132,14734228,"K1_only",0.371114604714402,0.507218730884039,0.0270368802663598,0.537839728754902,95.1329694545711,3.70074213042428,0,0,0
133,14838957,"broad_lhs",0.0719846185074245,0.652631773350473,0.00773971101906038,0.119125570719993,69.400628489966,0.270810184916231,0.046009850256533,0.116497552541874,0.770604982573229
134,14943686,"broad_lhs",0.0853128250018461,0.242675562259244,0.0154245553089419,1.6567926911663,97.9325839374603,0.182475841505205,0.0514806927548101,0.00474878270664097,0.532787907611734
135,15048415,"broad_lhs",0.33235286899455,0.210865633977828,0.0159297929163869,0.982631034695949,112.701322544793,0.0414851696857263,0.00565095205915471,0.124763191793593,0.588536266000398
136,15153144,"lambda0_only",1.06908155819511,0.0209637675543833,0.00948590782028681,0.675850713183168,17.2880600907956,0,0,0,1.47142082272796
137,15257873,"broad_lhs",0.139056021102794,0.184223413674531,0.0091765923613526,0.0859194506708558,50.5010410430906,9.19391831135902,0.120613199914767,0.0854952911900667,1.2931131512664
138,15362602,"laa1_only",0.0558344607946018,0.0360959284683075,0.0869365429119139,1.30443957483318,118.074473618472,0,0,0.209549255338497,0
139,15467331,"broad_lhs",0.894283625496502,0.0608482305221933,0.0116513901479098,0.758206886216644,71.1677829218226,77.7007217162346,0.0121334580091837,0.109329292406263,1.36767073234737
140,15572060,"broad_lhs",0.0943664346807826,0.399795197188275,0.0182244218256198,0.0563112012544115,40.6175706613188,5.89623980132236,0.0404597194341865,0.0570041511180009,0.615052995500155
141,15676789,"broad_lhs",0.037155061406772,0.0454381998427213,0.00517857742964836,2.44131654145234,26.92024039221,4.51755068426135e-05,0.0201173432049885,0.239335092018074,0.319104504774635
142,15781518,"broad_lhs",0.295065258106594,0.065763294498071,0.0385353631871375,0.142475046319534,98.5283357704692,42.8845781901687,0.0722906077889493,0.136990343024178,0.728248007993291
143,15886247,"K1_only",0.479954558213842,0.74238968774143,0.0291681992495997,0.0620326954912397,47.0022546761902,1.09868394978345,0,0,0
144,15990976,"broad_lhs",0.567195484557856,0.0227986871884073,0.165343904746468,0.249065591755906,36.0515246908956,51.8570957893527,0.0413976965326583,0.221517956335123,0.0699988235409061
145,16095705,"broad_lhs",0.0311822605295278,0.023606107523742,0.0140125479156901,1.40816209881548,120.796725920001,40.8687479584357,0.1370108719524,0.00124805817018367,0.243454509410464
146,16200434,"laa1_only",0.0906861130908563,0.650139006284371,0.103713453260571,0.90256568927418,133.134280006925,0,0,0.0107961099827662,0
147,16305163,"broad_lhs",0.608113918497568,0.153791871009663,0.243537749036011,1.3372538690663,25.2161431504646,0.107533019327386,0.127547449096766,0.207447114657326,1.47430879913426
148,16409892,"broad_lhs",0.102085182351799,0.0337685075851048,0.0883006843655957,0.10523761756779,100.823900296269,0.165232193796362,0.122028981579002,0.0741438008097207,0.953691733789941
149,16514621,"broad_lhs",0.238659468177133,0.038875194653628,0.0683985262910576,0.296550167725412,50.8235791595911,0.380742517175789,0.0837472385449024,0.225980622117705,0.396215466678453
150,16619350,"broad_lhs",1.1490002567934,0.0830875770943226,0.0512117360736262,0.0390408858390862,98.3645077530269,0.110641366256907,0.114360641964052,0.185133888583579,0.842481617723436
151,16724079,"broad_lhs",0.404461265030554,0.0789833551783673,0.00521564615253147,1.00054494569528,33.478374503029,41.5209792226509,0.05329764109198,0.0265912983103448,1.12234508180448
152,16828808,"broad_lhs",0.126639207297689,0.114253205539617,0.0161494940501202,0.165275728337537,70.9595853532018,48.2256114056906,0.116217297107719,0.184564454549303,0.564756070091777
153,16933537,"broad_lhs",0.0443311434910307,0.0242381045016206,0.0254385820360982,0.114654261666385,32.0338998290633,0.118134200377235,0.0501595453529153,0.166897039145697,0.389231258638514
154,17038266,"broad_lhs",0.0527494149318892,0.0586883609551745,0.0635156613843815,1.11092092684378,122.188613546443,2.29942336549722,0.078400858844126,0.173549391175297,1.34225331462764
155,17142995,"broad_lhs",0.144513700548571,0.101260915545471,0.00712376462140003,0.17214352682978,95.8539910879012,0.307705983251073,0.0705658066244796,0.022308148814029,0.530690543289141
156,17247724,"broad_lhs",0.103651722006739,0.073143524875301,0.00825189240356548,0.695691792943606,121.577054359465,5.35687799999185,0.126376788905938,0.0980736939589001,0.509028480652487
157,17352453,"broad_lhs",0.578438574198991,0.253173833280529,0.0203325666372969,0.136610187726788,96.0530616165811,5.97883338329866,0.0556159491044236,0.0737543080130773,0.314885201210467
158,17457182,"broad_lhs",0.166685173522985,0.0334166679439604,0.0248260722131682,1.41390363233165,23.9875260771563,5.54384290169855,0.0478290965807003,0.24393238153231,0.0369311368550795
159,17561911,"broad_lhs",0.487665218502507,0.0600083807475497,0.0578853670129459,0.94358509441142,42.7063642408595,23.8902794662235,0.0437539486116342,0.186278834618343,1.28376561852793
160,17666640,"broad_lhs",0.204340312751843,0.363936950876381,0.0540567244307435,0.086855159907249,86.4543519042652,35.0483817331544,0.0290134269049934,0.0583654482742228,0.397435432481967
161,17771369,"broad_lhs",0.290522392506794,0.473755201343033,0.00987072124865798,0.717562044033079,38.2637146868122,70.1785132661453,0.0371149323164718,0.133715460436328,0.286713541451221
162,17876098,"broad_lhs",0.27371764758811,0.118814737989179,0.0822153424249941,0.282866105321895,54.7369772784037,33.5158154963034,0.0539371409020775,0.101612729146663,0.966163809485733
