"simulation_id","simulation_key","simulation_seed","design_seed","design_group","anchor_set_id","success_status","run_started","run_finished","runtime_seconds","total_time","warnings","error_message","completed","stop_reason","simulated_time","lac_0","mu_0","gam_0","laa_0","K_0","K_1","mu_1","laa_1","lambda0","fixed_qgain","fixed_qloss","fixed_transprob","fixed_alpha","cap_max_events","cap_max_matrix_cells","cap_max_species_per_guild","cap_max_runtime_s","events_immigration_plant","events_extinction_plant","events_cladogenesis_plant","events_anagenesis_plant","events_immigration_animal","events_extinction_animal","events_cladogenesis_animal","events_anagenesis_animal","events_cospeciation","events_link_gain","events_link_loss","hazard_immigration_plant","hazard_extinction_plant","hazard_cladogenesis_plant","hazard_anagenesis_plant","hazard_immigration_animal","hazard_extinction_animal","hazard_cladogenesis_animal","hazard_anagenesis_animal","hazard_cospeciation","hazard_link_gain","hazard_link_loss","mu1d_all_weight","mu1d_all_mean","mu1d_all_sd","mu1d_all_min","mu1d_all_max","mu1d_all_frac_inactive","mu1d_all_frac_informative","mu1d_all_frac_strong","mu1d_plant_weight","mu1d_plant_mean","mu1d_plant_sd","mu1d_plant_min","mu1d_plant_max","mu1d_plant_frac_inactive","mu1d_plant_frac_informative","mu1d_plant_frac_strong","mu1d_animal_weight","mu1d_animal_mean","mu1d_animal_sd","mu1d_animal_min","mu1d_animal_max","mu1d_animal_frac_inactive","mu1d_animal_frac_informative","mu1d_animal_frac_strong","laa1D_all_weight","laa1D_all_mean","laa1D_all_sd","laa1D_all_min","laa1D_all_max","laa1D_all_frac_inactive","laa1D_all_frac_informative","laa1D_all_frac_strong","laa1D_over_laa0_all_weight","laa1D_over_laa0_all_mean","laa1D_over_laa0_all_sd","laa1D_over_laa0_all_min","laa1D_over_laa0_all_max","laa1D_over_laa0_all_frac_inactive","laa1D_over_laa0_all_frac_informative","laa1D_over_laa0_all_frac_strong","K1d_over_K0_all_weight","K1d_over_K0_all_mean","K1d_over_K0_all_sd","K1d_over_K0_all_min","K1d_over_K0_all_max","K1d_over_K0_all_frac_inactive","K1d_over_K0_all_frac_informative","K1d_over_K0_all_frac_strong","K1d_over_K0_immigration_weight","K1d_over_K0_immigration_mean","K1d_over_K0_immigration_sd","K1d_over_K0_immigration_min","K1d_over_K0_immigration_max","K1d_over_K0_immigration_frac_inactive","K1d_over_K0_immigration_frac_informative","K1d_over_K0_immigration_frac_strong","n_events","max_richness_p","max_richness_a","max_rows_Mt","max_cols_Mt","max_matrix_cells_observed","final_D_median","final_D_p90","final_D_max","final_D_nonzero_fraction","elapsed_s","result_file_bytes"
284,"sim_0284",30543036,20260730,"broad_lhs",,"completed","2026-08-05 02:19:02.204528 +0200","2026-08-05 02:19:05.581767 +0200",3.377,10,,,TRUE,"completed",10,0.400629213639375,0.335890715394274,0.029582855368355,0.573135991721864,104.23858657827,6.17970207072872,0.0562352378682162,0.0873814598302771,0.112055794516929,0.001,0.001,1,100,20000,4e+06,1500,25200,19,21,10,5,62,59,19,28,1,0,2,14.8600237932179,18.9593514315274,8.84595175711892,12.4814203791276,58.3997377733031,54.7393741432535,20.3344038575132,27.4577552713137,1.62212639885949,1.14927327073773,1.85176034521318,224.638609420734,0.0244511231853737,0.0432841259311636,0,0.224940951472865,0.881485829212929,0.118514170787071,0,59.0734669401718,0.0464901299656262,0.0443728500954374,0,0.168705713604649,0.815021388803108,0.184978611196891,0,165.565142480562,0.0165876289804851,0.0400540456008553,0,0.224940951472865,0.905200270939136,0.0947997290608641,0,69.6853386060308,0,0,0,0,1,0,0,69.6853386060308,0,0,0,0,1,0,0,224.638609420734,0.0257768177562584,0.0456309109977391,0,0.237136832859434,0.881485829212929,0.118514170787071,0,7470.00000000001,0.013761406932887,0.0382995524034581,0,0.355705249289151,0.944292602581996,0.0557073974180028,0,226,13,32,162,680,110160,0,0,0,0,2.423,1836
285,"sim_0285",30647765,20260730,"broad_lhs",,"completed","2026-08-05 02:19:02.311588 +0200","2026-08-05 02:19:07.501878 +0200",5.19,10,,,TRUE,"completed",10,0.240229357775843,0.205169730019138,0.0589084346953658,0.23581546017029,108.406167871795,22.5572571376371,0.0314349177191611,0.195611399255318,0.271625438630881,0.001,0.001,1,100,20000,4e+06,1500,25200,28,22,18,12,88,81,25,35,24,10,9,32.2066128224493,29.561295293233,19.6795144550567,8.08925677716388,101.670957537939,69.6469526177034,29.0517544759306,32.8580919526026,35.1053878613889,6.80141583001277,7.22463046522316,522.935246404696,0.0880644590996572,0.14626416679846,0,0.817307860698189,0.757124923275366,0.242875076724634,0,163.607153061,0.140739597129978,0.171290568878638,0,0.754438025259866,0.623677115115176,0.376322884884824,0,359.328093343696,0.0640807252088789,0.126238442091558,0,0.817307860698189,0.817885594037716,0.182114405962284,0,173.21746261201,0.000577269017092053,0.0106107097152841,0,0.195611399255318,0.997048898891937,0.00295110110806264,0,173.21746261201,0.00244796934295651,0.0449958187967055,0,0.829510495681923,0.997048898891937,0.00295110110806264,0,522.935246404696,0.58293568482217,0.968184022354784,0,5.41010439804649,0.530632158519407,0.459798889928297,0.00956895155229645,7470.00000000001,0.121792011849353,0.361166148612016,0,6.0343472132057,0.769832686686675,0.229155759527825,0.00101155378549944,352,46,60,231,745,172095,0,0,0,0,4.195,1952
286,"sim_0286",30752494,20260730,"broad_lhs",,"completed","2026-08-05 02:19:02.267703 +0200","2026-08-05 02:19:05.061188 +0200",2.793,10,,,TRUE,"completed",10,0.0585538183671244,0.101016081826496,0.0436129407664022,0.0609816264369486,95.4066666150052,2.48094173162794,0.123016358373711,0.186947334676515,0.105094846870156,0.001,0.001,1,100,20000,4e+06,1500,25200,23,17,3,3,64,28,2,12,4,0,3,18.4929866771858,9.4894169417418,1.84795202893248,4.01009865997342,68.7985842757733,21.4541482566739,2.99025143401871,10.4514294299976,1.89230283574725,2.65458429486374,3.20501489803777,323.636967794966,0.0624804198014142,0.129095509133314,0,0.738098150242266,0.732129246767231,0.267870753232769,0,102.409633608262,0.0987259347515866,0.166513520668124,0,0.738098150242266,0.59262868251458,0.40737131748542,0,221.227334186705,0.0457017973963849,0.103226059291498,0,0.615081791868555,0.796706265361158,0.203293734638842,0,237.145660667535,0,0,0,0,1,0,0,237.145660667535,0,0,0,0,1,0,0,323.636967794966,0.0132074481459944,0.0272889050390216,0,0.156023168169534,0.96134596734331,0.0386540326566898,0,7470,0.0110036321169598,0.022408604075426,0,0.182027029531123,0.987552738661323,0.0124472613386774,0,159,17,41,152,636,96672,0,0,0,0,1.824,1868
287,"sim_0287",30857223,20260730,"broad_lhs",,"completed","2026-08-05 02:19:02.149324 +0200","2026-08-05 02:19:07.064884 +0200",4.916,10,,,TRUE,"completed",10,0.0793649277074815,0.154858493142622,0.0475005747323699,0.26814381348599,84.3002089473315,0.858933621281961,0.0546118988731921,0.151057715508893,0.902313814068018,0.001,0.001,1,100,20000,4e+06,1500,25200,7,8,7,3,36,28,8,15,54,10,50,10.47123930706,11.097272696909,4.93346210386427,3.21422448725092,34.2290014677303,30.7629018602766,3.87172411248063,22.1960255695889,45.8810352524958,9.59930505644559,54.9361785730544,747.925643016685,1.48753862312668,0.952558526918512,0,3.11287823577195,0.215609296554045,0.772934994885895,0.0114557085600606,302.978732969605,1.83605012521752,0.792363354369957,0,3.05826633689876,0.0838610309366706,0.906614764035674,0.00952420502765472,444.946910047081,1.2502258764944,0.979124036135162,0,3.11287823577195,0.305320949082368,0.681908119170803,0.0127709317468286,94.7635141251074,0,0,0,0,1,0,0,94.7635141251074,0,0,0,0,1,0,0,747.925643016685,0.277531271267363,0.177719606618744,0,0.580772183419619,0.248283697013433,0.751716302986567,0,7469.99999999999,0.0312299641328494,0.113847857068362,0,0.641906097463789,0.928713884654703,0.0712861153452981,0,226,61,73,260,751,195260,0,0,0,0,3.962,1892
288,"sim_0288",30961952,20260730,"broad_lhs",,"completed","2026-08-05 02:19:01.674499 +0200","2026-08-05 02:19:03.811640 +0200",2.137,10,,,TRUE,"completed",10,0.0754376993580414,0.0908726628530413,0.10635356939886,0.0566181863005808,56.2755010918404,0.445174546011942,0.0185897994522551,0.192762569981537,0.289381499362077,0.001,0.001,1,100,20000,4e+06,1500,25200,17,3,0,4,47,18,2,9,0,2,0,17.899294057436,7.65218958415413,0.709623179345744,4.27545144720912,42.064056314779,18.5780236016634,0.75540447675408,8.85327022807765,0.49242621731056,2.05679429004393,1.95874709505061,290.424971877317,0.0062250092726881,0.0133203969406948,0,0.0743591978090204,1,0,0,85.0919471746246,0.0106232035050645,0.0190117653843439,0,0.0743591978090204,1,0,0,205.333024702692,0.00440235599113729,0.00947825310175764,0,0.0557693983567653,1,0,0,228.54950659792,0.000825480372407071,0.0125873071071327,0,0.192762569981537,0.995717631423538,0.00428236857646242,0,228.54950659792,0.0145797742093799,0.222319150958101,0,3.40460517329499,0.995717631423538,0,0.00428236857646242,290.424971877317,0.00264896519317602,0.00566830767786984,0,0.0316425113859352,1,0,0,7470,0.00210842115068412,0.00496862708011374,0,0.0553743949253866,1,0,0,102,14,33,139,625,86875,0,0,0,0,1.211,1836
289,"sim_0289",31066681,20260730,"broad_lhs",,"completed","2026-08-05 02:19:01.770152 +0200","2026-08-05 02:19:04.863281 +0200",3.093,10,,,TRUE,"completed",10,0.152979035249349,0.129631630960037,0.0410441918337818,0.436157122709955,85.3683604532439,26.7815751768606,0.0181631904330813,0.189707127970501,0.0781991213190963,0.001,0.001,1,100,20000,4e+06,1500,25200,26,16,6,17,57,28,3,30,4,3,5,17.4806453214083,12.8671257974511,6.31681912154196,13.4552387222828,66.392540567522,25.3429673462233,9.65537034798097,30.5038560493515,3.45597221036198,2.46073597463931,4.2508736860856,303.96905435625,0.0321884752828121,0.0544265555380987,0,0.290611046929301,0.886053234106167,0.113946765893833,0,103.759860921256,0.047148773649144,0.0765325703102682,0,0.290611046929301,0.816548344511326,0.183451655488673,0,200.209193434994,0.0244351925728695,0.0358580335109248,0,0.127142333031569,0.922074645281021,0.0779253547189792,0,100.787290824245,0,0,0,0,1,0,0,100.787290824245,0,0,0,0,1,0,0,303.96905435625,0.555964991113405,0.940065013959516,0,5.01948497727634,0.502725781663357,0.478224780894832,0.0190494374418111,7470,0.156744048011064,0.37210645703007,0,5.33320278835611,0.749299421876315,0.250466706072223,0.000233872051460667,195,22,37,172,656,112832,0,0,0,0,2.176,1884
290,"sim_0290",31171410,20260730,"broad_lhs",,"completed","2026-08-05 02:19:02.670139 +0200","2026-08-05 02:19:04.936447 +0200",2.266,10,,,TRUE,"completed",10,0.440247922870856,0.0627054109902077,0.0148040914131463,0.154551138369822,94.7641342830948,3.98913900070294,0.0121786271885981,0.0392434606898395,0.0802617966533605,0.001,0.001,1,100,20000,4e+06,1500,25200,6,2,3,1,35,17,29,11,0,2,1,6.74174747202161,3.02414890376673,7.04450130623184,2.47476519986855,20.7303016542097,16.8345423189081,22.4144413364584,12.4463232652372,0.290410217402863,1.61366398331796,1.80467118013225,317.184099790023,0.00154493535466898,0.00488455045565358,0,0.0243572543771962,1,0,0,48.4714064151064,0.00505482475078071,0.00600079768717054,0,0.0121786271885981,1,0,0,268.712693374917,0.00091180830267061,0.00436394101993242,0,0.0243572543771962,1,0,0,96.5446687904775,0,0,0,0,1,0,0,96.5446687904775,0,0,0,0,1,0,0,317.184099790023,0.00534007240662915,0.0168834592516735,0,0.0841909026211528,1,0,0,7469.99999999999,0.0101651055534248,0.0337872397361718,0,0.46304996441634,0.984087018244939,0.0159129817550605,0,107,8,47,142,681,96702,0,0,0,0,1.314,1804
291,"sim_0291",31276139,20260730,"broad_lhs",,"completed","2026-08-05 02:19:09.824324 +0200","2026-08-05 02:19:17.330705 +0200",7.506,10,,,TRUE,"completed",10,0.519178623997973,0.191416717146781,0.0798290405888933,0.146188231417636,105.95775917903,0.585563446827083,0.0136263111688797,0.105764779621321,0.293044524251172,0.001,0.001,1,100,20000,4e+06,1500,25200,34,50,35,6,85,101,47,21,48,15,27,28.4024839427499,51.8246736930931,35.6440647695447,7.18634688006939,74.7312830048642,95.9277508950537,35.9245496518292,20.9842937759112,50.9889856035827,16.8425148672169,23.3345240756601,836.870008691575,0.0868027709129757,0.112450233085251,0,0.504173513248549,0.671273894628912,0.328726105371089,0,303.159601643827,0.119809227968541,0.11880039228373,0,0.504173513248549,0.564941375844628,0.435058624155371,0,533.710407047749,0.0680543555916605,0.104118221969477,0,0.47692089091079,0.731673174108474,0.268326825891526,0,192.396457684742,0.000231515572407856,0.00494293374772043,0,0.105764779621321,0.997811033377682,0.00218896662231767,0,192.396457684742,0.00158368132757864,0.0338121181150299,0,0.723483543071044,0.997811033377682,0.00218896662231767,0,836.870008691575,0.0352043621592065,0.0456061331773521,0,0.204476271492253,0.895480994882924,0.104519005117077,0,7470,0.0101858850662411,0.0254596937353815,0,0.22658181435628,0.980831577797547,0.0191684222024532,0,469,66,80,307,823,252661,0,0,0,0,6.639,1928
292,"sim_0292",31380868,20260730,"broad_lhs",,"completed","2026-08-05 02:19:10.577364 +0200","2026-08-05 02:19:13.292529 +0200",2.715,10,,,TRUE,"completed",10,0.0594269849393819,0.0469588409119626,0.090541404395051,0.0870513547934666,75.7987064921401,3.25714211660352,0.0149097010234426,0.219358927137477,0.707693960039366,0.001,0.001,1,100,20000,4e+06,1500,25200,20,3,1,7,57,16,0,21,8,3,8,27.9483700796024,5.06896248559999,1.50883321751043,3.82447955020935,56.9398486236265,15.8485794997042,1.59343048518354,22.1369124303222,7.83258099599572,4.41439082979681,4.95687724171675,452.892367122859,0.0169331416581364,0.0267366577424868,0,0.149097010234426,0.975722214646722,0.0242777853532779,0,111.62989548778,0.0343496272878783,0.0397982318547108,0,0.149097010234426,0.910726600188251,0.0892733998117499,0,341.26247163508,0.0112360591125599,0.0172885826150486,0,0.119277608187541,0.996982840271335,0.00301715972866566,0,296.955034940781,0.000373975394010584,0.00904958472034223,0,0.219358927137477,0.998295143950188,0.00170485604981194,0,296.955034940781,0.00429603186415488,0.103956851008382,0,2.51987953154682,0.998295143950188,0,0.00170485604981194,452.892367122859,0.0488026629848365,0.0770571771907747,0,0.429709459084406,0.849980080521396,0.150019919478604,0,7469.99999999999,0.0277336134572467,0.0495327505023561,0,0.515651350901288,0.927062107343874,0.072937892656126,0,144,26,52,160,649,103840,0,0,0,0,1.725,1924
293,"sim_0293",31485597,20260730,"broad_lhs",,"completed","2026-08-05 02:19:09.332647 +0200","2026-08-05 02:19:14.489817 +0200",5.157,10,,,TRUE,"completed",10,0.410505378326589,0.0671046099824215,0.120074110899648,0.616112942774836,83.3244534572172,14.6659892425164,0.0900985114018435,0.0328605931488952,0.173579612861446,0.001,0.001,1,100,20000,4e+06,1500,25200,41,21,37,26,81,22,27,60,1,19,7,46.6805776429543,12.6285292622033,32.6172009794903,23.241969358056,81.7005078177137,29.7245861314143,30.3920272405179,69.0594853230095,1.60405216080552,14.6914345605894,9.22700189460491,758.502309718203,0.232458298801553,0.35976630593998,0,2.7029553420553,0.547206452988249,0.452793547011752,0,246.003793293693,0.358368775931112,0.499779788839893,0,2.7029553420553,0.448011752561805,0.551988247438195,0,512.498516424511,0.172020162891646,0.245766380384941,0,1.53167469383134,0.594820781220418,0.405179218779582,0,149.758095857681,0.000224051578923127,0.002704120683206,0,0.0328605931488952,1,0,0,149.758095857681,0.00036365342028695,0.00438900158634429,0,0.0533353397851024,1,0,0,758.502309718203,0.45411550239397,0.702816193737307,0,5.28031879022643,0.412223047552194,0.580705664264031,0.0070712881837757,7470,0.169434925113767,0.335602609259069,0,4.92829753754467,0.628292988772276,0.371602295767067,0.000104715460655455,342,56,83,237,728,172536,0,0,0,0,4.261,1944
294,"sim_0294",31590326,20260730,"broad_lhs",,"completed","2026-08-05 02:19:09.627526 +0200","2026-08-05 02:19:11.944641 +0200",2.317,10,,,TRUE,"completed",10,0.468090280974401,0.142052954913488,0.0765092802892238,0.0564027046376145,60.9933279801988,1.54900623470229,0.118565606191368,0.146614218875507,0.514782328407276,0.001,0.001,1,100,20000,4e+06,1500,25200,13,8,6,1,44,28,7,4,4,0,3,16.5526804548774,8.9385304751699,5.41393234035798,1.9281341768804,42.6110208579778,26.659161797428,7.68748536512239,6.35141008149668,3.6989290433714,1.52561619971173,2.61834300585299,271.547376814744,0.0940523866950402,0.176287152289334,0,0.711393637148208,0.676701772981552,0.323298227018447,0,73.2124899555838,0.174421597364728,0.224453279637536,0,0.711393637148208,0.467713728062873,0.532286271937128,0,198.33488685916,0.0643852407779881,0.143831830772169,0,0.711393637148208,0.753846724037546,0.246153275962454,0,146.793390699487,0,0,0,0,1,0,0,146.793390699487,0,0,0,0,1,0,0,271.547376814744,0.0201456799477988,0.0377600683377136,0,0.152377935685539,0.917811540590822,0.0821884594091782,0,7470,0.00853186700289103,0.0227096178945134,0,0.228566903528309,0.984144528500336,0.0158554714996642,0,118,15,28,156,638,99528,0,0,0,0,1.425,1852
295,"sim_0295",31695055,20260730,"broad_lhs",,"completed","2026-08-05 02:19:09.755573 +0200","2026-08-05 02:19:13.112994 +0200",3.357,10,,,TRUE,"completed",10,0.360069717094503,0.258542048561517,0.057303868682783,0.299183831331276,93.1614077558327,0.522735688704914,0.0350349885056382,0.191836941370146,0.0774987271916004,0.001,0.001,1,100,20000,4e+06,1500,25200,21,13,3,6,87,68,15,27,0,0,3,24.9469932118218,12.8845394634062,5.57993198676452,8.66137831077474,85.3152503151116,57.063737822056,18.0841422859752,34.3230597803638,0.396715229969706,1.38054654081093,1.63285349366214,272.184289518782,0.00615036739831101,0.0158609607503637,0,0.105104965516915,0.998597297997859,0.00140270200214088,0,50.6510019666515,0.0165251753725518,0.0242581135382548,0,0.105104965516915,0.992462272550686,0.00753772744931402,0,221.533287552131,0.00377828857930624,0.0120128432312096,0,0.0700699770112764,1,0,0,143.672329817661,0,0,0,0,1,0,0,143.672329817661,0,0,0,0,1,0,0,272.184289518782,0.00098502031937813,0.00254023338967647,0,0.0168332263744325,1,0,0,7470,0.00121272849152175,0.00352514774795938,0,0.0504996791232975,1,0,0,243,12,34,147,669,98343,0,0,0,0,2.441,1816
296,"sim_0296",31799784,20260730,"broad_lhs",,"completed","2026-08-05 02:19:09.308864 +0200","2026-08-05 02:19:11.565720 +0200",2.257,10,,,TRUE,"completed",10,0.335494393190953,0.222042457677825,0.0238865062751324,0.0436247565085762,88.4232514087111,3.60829955396947,0.0519074992379456,0.12330151677054,0.609618793334691,0.001,0.001,1,100,20000,4e+06,1500,25200,10,13,6,1,35,32,12,4,1,0,0,9.91784149708916,10.4012096138202,4.71293068567635,0.868596964384019,37.3540397330105,33.9040146588878,12.6059110390137,3.46288924166395,1.11566859818075,0.833523597049394,0.968729624343276,200.289634303436,0.00388625666565286,0.0150550292152209,0,0.103814998475891,0.992571407024019,0.00742859297598022,0,47.2187898500667,0.00824223713530647,0.0230152232897925,0,0.103814998475891,0.968489870763894,0.0315101292361065,0,153.07084445337,0.00254253815987153,0.0112032270931895,0,0.0519074992379456,1,0,0,99.2896362687192,0,0,0,0,1,0,0,99.2896362687192,0,0,0,0,1,0,0,200.289634303436,0.00305518475323456,0.01183552700581,0,0.0816142699229899,1,0,0,7470,0.00527338815014327,0.0179216145988527,0,0.16322853984598,0.994988376373377,0.00501162362662318,0,114,10,21,150,642,96300,0,0,0,0,1.362,1796
297,"sim_0297",31904513,20260730,"broad_lhs",,"completed","2026-08-05 02:19:09.374806 +0200","2026-08-05 02:19:11.415773 +0200",2.041,10,,,TRUE,"completed",10,0.0691017540683411,0.122828022269033,0.0227481739809214,0.277523085204856,90.7445610051147,0.442263602637168,0.00749256765245463,0.0716826686514024,0.296654765638281,0.001,0.001,1,100,20000,4e+06,1500,25200,11,7,2,4,26,16,1,13,1,0,1,9.45409337324972,7.31380956281876,1.25480961012876,3.70558763159714,40.0699651925608,12.8394932109137,2.02519439074817,12.0127455872015,0.619363346611829,0.674018290534577,1.59891749921583,164.191559066777,0.000697994266164636,0.00223152645777997,0,0.0149851353049093,1,0,0,59.6021908579809,0.000961414044781679,0.00263294621786004,0,0.0149851353049093,1,0,0,104.589368208796,0.000547879620768204,0.00195060325160035,0,0.00749256765245463,1,0,0,56.6379305245761,0,0,0,0,1,0,0,56.6379305245761,0,0,0,0,1,0,0,164.191559066777,0.000454027101587565,0.00145154987491377,0,0.00974744045788574,1,0,0,7470,0.00103252670985453,0.00277510590254376,0,0.0243686011447144,1,0,0,82,11,16,145,629,91205,0,0,0,0,1.127,1740
298,"sim_0298",32009242,20260730,"broad_lhs",,"completed","2026-08-05 02:19:12.878302 +0200","2026-08-05 02:19:15.632244 +0200",2.754,10,,,TRUE,"completed",10,0.150942733944483,0.0660483705304459,0.058959313615537,0.446148806962086,78.6348197462451,5.35269083096124,0.0288300645320645,0.0188969595750354,0.298622069750624,0.001,0.001,1,100,20000,4e+06,1500,25200,17,6,5,11,51,18,7,34,4,0,1,19.4168340622339,6.82620884524416,3.90943966031676,10.1671756563419,53.0240510975778,18.2993608371214,5.34489509862306,43.4879691543789,3.12662269054396,3.46437838885629,2.83152169844694,386.854579954797,0.0172484318987389,0.030384236445852,0,0.144150322660322,0.978808191140323,0.021191808859677,0,106.577801106896,0.0313040558529304,0.0338396699278727,0,0.144150322660322,0.947491406026582,0.0525085939734176,0,280.276778847901,0.0119036527116052,0.0271131573867314,0,0.144150322660322,0.990716684269434,0.00928331573056586,0,120.262889810395,0,0,0,0,1,0,0,120.262889810395,0,0,0,0,1,0,0,386.854579954797,0.040725016382616,0.0717397694059986,0,0.340351185914484,0.827222669796374,0.172777330203626,0,7470,0.0244088523395113,0.0601144401753071,0,0.612632134646071,0.924871485200382,0.0751285147996184,0,154,20,44,164,668,109552,0,0,0,0,1.769,1864
299,"sim_0299",32113971,20260730,"broad_lhs",,"completed","2026-08-05 02:19:12.614517 +0200","2026-08-05 02:19:14.176751 +0200",1.562,10,,,TRUE,"completed",10,0.0932142046129966,0.276617649580718,0.0121830488269566,0.111290246014075,54.6220957052377,2.77615055707788,0.0549627777237031,0.149498103274576,0.0682115689102405,0.001,0.001,1,100,20000,4e+06,1500,25200,2,1,0,1,13,9,1,2,0,0,0,2.59513529996667,1.81855585545762,0.094852207068966,0.704978743805597,10.4905377700571,10.1694299362533,0.471998323679994,3.01445244574713,0,0.0284163832526421,0.195714381143055,43.3377472835939,0,0,0,0,1,0,0,6.57425821603966,0,0,0,0,1,0,0,36.7634890675542,0,0,0,0,1,0,0,33.4209988994213,0,0,0,0,1,0,0,33.4209988994213,0,0,0,0,1,0,0,43.3377472835939,0,0,0,0,1,0,0,7470,0.00133160921975498,0.00844263670429315,0,0.152474041204447,0.999050984960976,0.000949015039023812,0,29,2,6,136,616,83776,0,0,0,0,0.611,1648
300,"sim_0300",32218700,20260730,"broad_lhs",,"completed","2026-08-05 02:19:11.886265 +0200","2026-08-05 02:19:13.516411 +0200",1.631,10,,,TRUE,"completed",10,0.0582613615794197,0.086783501832833,0.024632082842275,0.0946569061724683,45.8846212368872,17.9900810365008,0.0512058303934258,0.144292429965442,0.427205081295322,0.001,0.001,1,100,20000,4e+06,1500,25200,7,2,0,0,18,7,0,9,0,1,2,4.05829928763206,1.48766425801945,0.134297083561489,1.65240815540084,11.6563105301886,6.26905372730382,0.321320707191994,4.60523032872563,0.161801320585479,0.159340505173033,0.37927056253991,90.0151329975273,0.00730412027572555,0.0214138648442127,0,0.102411660786852,0.973705513486104,0.0262944865138966,0,17.4568155902972,0.0188316521603978,0.0363412007255344,0,0.102411660786852,0.864413891044042,0.135586108955958,0,72.5583174072302,0.00453070979002509,0.0145420571401858,0,0.0512058303934258,1,0,0,66.1086310250287,0,0,0,0,1,0,0,66.1086310250287,0,0,0,0,1,0,0,90.0151329975273,0.0559260917950566,0.163961397917344,0,0.784144253632342,0.883652130758578,0.116347869241422,0,7470,0.0200781768315195,0.108356836286315,0,1.96036063408085,0.958670086089067,0.0413299139109325,0,46,5,12,135,621,83835,0,0,0,0,0.725,1808
301,"sim_0301",32323429,20260730,"broad_lhs",,"completed","2026-08-05 02:19:11.485918 +0200","2026-08-05 02:19:15.020117 +0200",3.534,10,,,TRUE,"completed",10,0.337925437886965,0.18331290495619,0.0560393153927593,0.120644846452998,110.869504957356,2.30848462627865,0.00754987501567715,0.163441765568374,0.0733364484820128,0.001,0.001,1,100,20000,4e+06,1500,25200,34,22,6,6,80,53,24,19,1,3,2,28.1690997698011,21.1221483162099,14.5613234260192,8.92598456266002,96.5783764958113,58.2969191189787,28.1914086480467,21.0817663424274,3.16779824064037,4.13090417091946,3.26147855062905,435.772933634481,0.00586843201106318,0.00966599661537255,0,0.0603990001254172,1,0,0,116.484696551811,0.0109769948714166,0.0141970542321153,0,0.0603990001254172,1,0,0,319.288237082671,0.00400469471826073,0.00640235734449523,0,0.0377493750783858,1,0,0,242.143957354668,0.00328040542159271,0.022921478882375,0,0.163441765568374,0.979929209586148,0.0200707904138517,0,242.143957354668,0.0271905971787259,0.189991363545769,0,1.35473474726539,0.979929209586148,0.0200707904138517,0,435.772933634481,0.0161844219858577,0.0266576434458376,0,0.166573098863683,0.96443194638039,0.0355680536196109,0,7470.00000000001,0.00873929727473115,0.0179985180843321,0,0.208216373579603,0.990930750227188,0.00906924977281077,0,250,20,50,155,681,105555,0,0,1,0.0689655172413793,2.607,1884
302,"sim_0302",32428158,20260730,"broad_lhs",,"completed","2026-08-05 02:19:12.197858 +0200","2026-08-05 02:19:23.212263 +0200",11.014,10,,,TRUE,"completed",10,0.631855434511424,0.239499811278969,0.156687856783532,0.193114904101356,108.118417366698,6.23760162527354,0.0946214742371826,0.224768462008926,0.210588958683417,0.001,0.001,1,100,20000,4e+06,1500,25200,50,62,103,14,132,108,113,41,22,33,29,53.4825575949668,60.6783905427642,108.98041102401,11.7723582607868,130.452309709955,107.858642010456,120.299104033298,38.9124954376635,14.7960808207223,32.074417351126,35.9060322164944,1156.3059469922,1.31276327321141,2.03534106048829,0,10.4083621660901,0.401419953984711,0.415426051499912,0.183153994515376,452.053635040263,1.6789556173706,2.47710945795677,0,10.4083621660901,0.343616068933812,0.437084722100955,0.219299208965234,704.252311951934,1.07770748781787,1.64975829670481,0,7.19123204202588,0.438523781566456,0.40152353302865,0.159952685404894,262.459564860143,0,0,0,0,1,0,0,262.459564860143,0,0,0,0,1,0,0,1156.3059469922,0.800413974359223,1.24098187437606,0,6.34615448035063,0.401419953984711,0.565717993529749,0.0328620524855398,7469.99999999999,0.0889025308744262,0.290456144324145,0,6.28846216689289,0.781384639940173,0.218291544670744,0.000323815389083661,707,110,153,399,923,368277,0,0,0,0,10.097,1904
303,"sim_0303",32532887,20260730,"broad_lhs",,"completed","2026-08-05 02:19:11.742406 +0200","2026-08-05 02:19:14.624552 +0200",2.882,10,,,TRUE,"completed",10,0.510061555730859,0.331969381368805,0.017852416551837,0.0854839680433238,104.596131391471,19.3266608938744,0.0114896464383515,0.0809565403955963,0.0992882912519189,0.001,0.001,1,100,20000,4e+06,1500,25200,15,16,9,1,43,51,34,4,1,0,1,9.57996919334087,15.6859628505683,10.0251806516369,2.18457420862655,36.2632039161296,53.3335139022883,26.5396456191689,6.47261517544971,1.1715514261903,0.926177527657281,1.74373959016397,208.828034452481,0.00445386718278689,0.00942116051972083,0,0.0574482321917575,1,0,0,47.7103438491014,0.00974728176803226,0.012508130563673,0,0.0574482321917575,1,0,0,161.117690603379,0.00288637556189713,0.00761300973234348,0,0.0574482321917575,1,0,0,101.272666468744,0,0,0,0,1,0,0,101.272666468744,0,0,0,0,1,0,0,208.828034452481,0.0716261819946431,0.151509178494189,0,0.923870731965252,0.761188249894107,0.238811750105893,0,7470,0.0402983637597192,0.122862027238993,0,1.4781931711444,0.862216189082948,0.137783810917052,0,175,10,31,156,686,107016,0,0,0,0,1.958,1800
